-BEGIN HEADER-,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,
Dates (month/day/year): 01/01/2020 through 05/31/2025 in LST,,,,,
Location: latitude  -2.9196   longitude -79.0017 ,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2496.1 meters,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,
parameter(s): ,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,
-END HEADER-,,,,,
DATE,T2M,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2023-08-06,11.18,83.02,2.43,1.46,15.29
2023-08-07,11.9,81.81,2.78,0.12,12.92
2023-08-08,11.89,88.82,3.48,1.86,14.64
2023-08-09,12.56,85.79,3.08,0.85,11.19
2023-08-10,12.8,83.93,2.53,0.04,14.61
2023-08-11,11.9,80.92,2.2,1.3,14.62
2023-08-12,12.22,80.77,2.1,2.82,14.11
2023-08-13,11.98,87.84,2.44,2.76,15.77
2023-08-14,11.49,89.28,2.68,2.73,13.31
2023-08-15,12.34,89.52,2.48,4.11,10.71
2023-08-16,13.53,82.95,1.73,0.41,17.24
2023-08-17,13.53,83.83,1.98,0.27,17.13
2023-08-18,13.75,74.63,1.65,0.02,11.94
2023-08-19,14.3,77.75,1.58,6.22,18.38
2023-08-20,14.21,83.82,1.36,9.17,11.76
2023-08-21,13.84,87.59,1.54,7.76,10.33
2023-08-22,13.44,88.11,2.14,4.27,12.46
2023-08-23,12.83,81.42,2.19,0.49,15.21
2023-08-24,12.62,76.5,1.94,0,18.91
2023-08-25,13.77,73.51,2.05,0,12.14
2023-08-26,12.77,75.83,1.84,0,15.47
2023-08-27,12.81,80.67,2.53,2.49,15.58
2023-08-28,12.01,88.67,3.42,4.49,12.25
2023-08-29,12.82,83.16,2.62,0.38,20.35
2023-08-30,13.02,79.44,2.38,0.1,13.52
2023-08-31,12.53,84.14,2.18,0.3,16.89
2023-09-01,13.63,85.46,2.39,0.01,20.69
2023-09-02,14.27,77.34,1.59,0.14,17.5
2023-09-03,15.13,74.48,1.35,3.45,18.17
2023-09-04,13.19,84.5,2.62,1.54,15.41
2023-09-05,12.21,84.5,3.71,1.51,10.32
2023-09-06,12.76,81.62,3.33,0.2,16.65
2023-09-07,12.81,68.1,2.2,0,19.33
2023-09-08,13.31,64.32,1.97,0.03,15.96
2023-09-09,13.2,75.05,2.33,0.23,21.21
2023-09-10,11.95,87.17,3.01,2.38,14.8
2023-09-11,13.26,78.5,2.79,0.8,14.41
2023-09-12,13.8,76.88,2.27,0.05,17.83
2023-09-13,14.33,72.54,1.72,0.98,22.08
2023-09-14,13.01,84.38,2.78,1.24,11.89
2023-09-15,12.27,79.66,3.09,1.21,13.99
2023-09-16,12.51,71.26,2.62,0.41,15.02
2023-09-17,13.29,71.7,2.41,0.05,21.69
2023-09-18,13.12,81.77,2.66,0.01,14.96
2023-09-19,13.08,83.36,3.39,0.21,14.24
2023-09-20,12.82,77.98,2.95,0.29,15.08
2023-09-21,13.34,75.45,3.03,0.38,14.56
2023-09-22,13.43,82.07,2.89,0.04,21.13
2023-09-23,13.66,81.39,2.77,0,17.93
2023-09-24,13.74,81.51,2.71,0.44,13.22
2023-09-25,13.67,82.23,2.4,0.67,19.18
2023-09-26,14.96,76.64,1.98,0.05,20.17
2023-09-27,15.92,76.55,1.67,0.81,20.97
2023-09-28,15.37,81.55,1.73,3.58,21.4
2023-09-29,14.99,84.42,2.3,3.55,18.34
2023-09-30,13.64,87.21,2.58,3.66,17.02
2023-10-01,13.44,81.6,2.44,1.08,14.39
2023-10-02,15.53,72.27,1.88,0.13,17.83
2023-10-03,16.22,80.17,1.76,1.08,17.06
2023-10-04,15.66,82.95,1.51,0.34,20.54
2023-10-05,15.62,79.51,1.67,0.06,14.27
2023-10-06,15.19,74.28,1.51,0,16.95
2023-10-07,15.94,74.45,1.51,0.56,17.1
2023-10-08,15.06,85.61,1.9,2.17,16.11
2023-10-09,14.45,83.98,1.82,1.39,13.47
2023-10-10,13.78,87.43,2.35,9.06,13.79
2023-10-11,14.52,80.02,2.26,1.42,17.4
2023-10-12,14.53,76.09,1.96,0.63,14.69
2023-10-13,13.94,82.28,2.29,2.53,15.11
2023-10-14,13.51,83.89,2.35,11.91,14.61
2023-10-15,13.23,83.01,2.5,4.9,15.1
2023-10-16,13.49,77.75,2.22,0.61,13.56
2023-10-17,14.06,79.05,2.34,1.05,16.16
2023-10-18,13.53,82.05,2.18,1.23,17.65
2023-10-19,13.48,83.59,2.5,0.56,17.84
2023-10-20,12.82,80.63,2.24,1.26,12.61
2023-10-21,14.03,78.41,2.16,0.7,13.5
2023-10-22,14.28,81.45,2.16,0.59,10.41
2023-10-23,14.11,83.4,1.7,0.05,15.67
2023-10-24,15.24,79.6,1.61,0.02,12.41
2023-10-25,15.35,79.14,1.63,2.71,12.15
2023-10-26,15.79,79.45,1.35,0.5,13.52
2023-10-27,14.92,82.37,1.04,0.69,9.46
2023-10-28,14.57,81.46,1.12,1.94,11.87
2023-10-29,13.99,84.07,1.02,2.27,10.65
2023-10-30,15.05,85.89,1.08,3.86,18.51
2023-10-31,14.64,85.73,1.08,2.27,11.94
2023-11-01,14.77,81.86,1.02,0.62,13.15
2023-11-02,15.68,76.47,1.02,0.17,13.2
2023-11-03,15.88,80.98,1.42,2.63,17.05
2023-11-04,15.01,82.54,2.31,2.45,15.95
2023-11-05,14.35,85.21,2.15,7.62,12.03
2023-11-06,14.07,87.64,2.21,0.86,14
2023-11-07,13.83,84.08,2.38,0.32,17.66
2023-11-08,13.89,82.34,2.47,2.66,12.96
2023-11-09,14.53,85.36,2.95,2.34,13.05
2023-11-10,14.41,84.4,2.58,0.03,18.73
2023-11-11,14.54,83.36,2.34,0,11.28
2023-11-12,14.97,84.55,2.38,2.16,14.17
2023-11-13,15.4,84.2,2.41,0.51,14.03
2023-11-14,14.92,83.84,1.94,0.55,13.14
2023-11-15,14.68,86.51,1.93,7.78,10.07
2023-11-16,14.28,82.11,1.65,0.46,13.88
2023-11-17,16.19,75.72,1.47,0.61,15.13
2023-11-18,15.99,81.63,1.31,0.39,14.1
2023-11-19,16.03,82.9,1.3,6.09,16.48
2023-11-20,14.85,80.7,1.34,1.81,15.71
2023-11-21,15.1,75.5,0.89,0,14.53
2023-11-22,15.65,78.72,0.64,0.07,18.11
2023-11-23,14.94,86.22,1.02,6.84,13.89
2023-11-24,13.54,86.33,1.67,3.21,16.27
2023-11-25,13.95,81.99,1.79,11.01,16.71
2023-11-26,12.77,88.62,1.99,4.38,14.22
2023-11-27,13.48,87.12,2.76,2.4,15.56
2023-11-28,13.96,85.67,2.72,0.81,15.85
2023-11-29,14.14,82.07,2.23,0.9,14.89
2023-11-30,14.34,84.64,2.31,2.92,14.86
2023-12-01,13.77,87.42,2.64,0.7,11.51
2023-12-02,14.7,84.26,2.25,0.04,15.51
2023-12-03,15.02,83.12,1.7,0.84,14.47
2023-12-04,15.37,85.65,2.46,0.73,16.87
2023-12-05,14.71,88.69,3.18,3.23,10.47
2023-12-06,14.21,86.78,2.44,2.8,12.15
2023-12-07,14.08,86.56,2.23,0.98,13.8
2023-12-08,13,87.75,3.13,0.83,15.45
2023-12-09,14.05,83.98,3.1,0.1,10.69
2023-12-10,14.25,86.98,2.54,8.17,17.55
2023-12-11,13.91,86.2,2.48,3.22,16.73
2023-12-12,14.66,86.92,2.6,1.27,13.33
2023-12-13,15.17,86.43,2.36,0.89,17.32
2023-12-14,15.6,85.72,1.78,2.07,15.23
2023-12-15,15.61,88.91,1.96,6.73,11.97
2023-12-16,15.03,87.94,1.97,3.78,11.75
2023-12-17,14.91,87.16,1.69,5.78,10.15
2023-12-18,15.79,87.46,1.33,3.79,12.45
2023-12-19,15.23,90.83,0.9,4.98,14.07
2023-12-20,15.49,85.41,1.3,1.95,16.78
2023-12-21,15.88,84.79,1.96,1.31,18.97
2023-12-22,14.75,87.35,2.17,3.04,10.29
2023-12-23,14.71,90.33,1.69,8.6,10.09
2023-12-24,15.39,85.18,2.01,0.53,18.48
2023-12-25,14.71,91.19,1.62,1.94,12.67
2023-12-26,14.7,89.15,1.67,16.66,13.89
2023-12-27,14.28,89.05,1.76,11.12,10.12
2023-12-28,14.02,90.81,1.45,18.29,13.92
2023-12-29,14.9,86.83,1.22,1.23,16.52
2023-12-30,15.25,88.82,0.99,4.22,15.89
2023-12-31,14.83,89.94,1.07,0.5,13.96
2024-01-01,14.83,90.4,1.14,1.34,11.57
2024-01-02,15.67,83.6,0.94,0.56,11.09
2024-01-03,14.86,83.39,1.32,3.61,9.7
2024-01-04,15.24,82.82,1.35,2.01,13.55
2024-01-05,14.77,87.27,1.59,4.63,14.87
2024-01-06,14.42,86,1.77,1.64,12.23
2024-01-07,13.85,83.66,1.87,0.01,12.1
2024-01-08,14.4,89.01,2.28,0.83,14.01
2024-01-09,13.94,89.09,2.23,4.34,13.03
2024-01-10,14.89,86.47,2.24,2.63,13.54
2024-01-11,14.41,85.18,1.73,1.48,13.77
2024-01-12,14.52,85.05,1.4,1.14,16.12
2024-01-13,15.02,85.88,1.6,12.66,17.91
2024-01-14,14.8,84.52,1.95,2.24,12.76
2024-01-15,14.04,86.74,2.77,1.23,11.23
2024-01-16,13.61,89,3.57,0.82,12.47
2024-01-17,13.9,87.27,2.78,1.5,13.8
2024-01-18,13.86,89.29,3.19,0.48,14.58
2024-01-19,13.81,91.24,2.95,2.89,14.34
2024-01-20,13.61,90.94,2.82,3.23,10.91
2024-01-21,13.74,88.81,2.82,2.02,12.93
2024-01-22,14.08,87.72,3.23,0.14,14.88
2024-01-23,14.34,87.43,3.05,0.86,12.99
2024-01-24,14.16,81.88,2.45,0,11.52
2024-01-25,15.29,74.5,1.9,0,20.01
2024-01-26,15.62,78.39,1.73,0.01,16.69
2024-01-27,16.1,79.69,1.48,0.34,15.92
2024-01-28,15.92,84.16,1.79,0.14,13.64
2024-01-29,15.77,85.85,2.27,0.39,10.88
2024-01-30,15.53,87.3,1.5,1.03,13.28
2024-01-31,16.02,86.74,2.13,2.11,10.41
2024-02-01,15.76,85.82,2.06,2.27,13.53
2024-02-02,14.86,91.62,1.62,12.61,10.48
2024-02-03,15.28,85.81,1.62,16.89,17.56
2024-02-04,14.62,87.66,2.22,12.3,14.86
2024-02-05,14.33,89.03,2.38,4.82,13.16
2024-02-06,14.75,86.08,2.72,0.16,17.8
2024-02-07,14.75,88.05,3.17,1.57,14.08
2024-02-08,14.73,84.79,2.27,1.04,16.18
2024-02-09,14.9,87.34,2.83,0.77,13.84
2024-02-10,14.73,85.32,2.71,1.76,12.3
2024-02-11,14.41,85.29,2.41,5.6,11.09
2024-02-12,14.49,84.47,2.18,5.39,13.18
2024-02-13,14.65,88.48,2.54,1.66,17.42
2024-02-14,14.21,88.41,3.51,1.55,15.29
2024-02-15,13.43,88.7,3.49,0.97,9.34
2024-02-16,14.14,88.79,3.27,4.25,16.6
2024-02-17,14.59,87.93,2.92,2.56,15.86
2024-02-18,15.21,86.83,2.23,2.23,15.29
2024-02-19,15.9,82.96,1.13,3.87,14.49
2024-02-20,15.3,89.86,1.09,11.19,15.2
2024-02-21,15.8,78.25,3,5.74,10.91
2024-02-22,16.15,74.74,2.5,0.58,21.1
2024-02-23,15.64,76.64,1.1,0.94,18.72
2024-02-24,15.29,83.08,1.12,0.33,15.77
2024-02-25,14.57,90.68,1.49,8.48,16.06
2024-02-26,14.39,89.84,1.06,2.34,16.62
2024-02-27,14.28,88.8,1.94,2.16,13.18
2024-02-28,14.92,85.05,1.93,1.89,13.72
2024-02-29,14.95,88.67,2.14,10.4,15.35
2024-03-01,14.48,89.54,1.48,2.51,12.98
2024-03-02,14.75,87.47,1.78,3.25,16.28
2024-03-03,14.62,89.6,1.41,4.79,16.72
2024-03-04,15.45,83.94,1.7,0.28,12.79
2024-03-05,15.33,87.34,1.84,2.06,9.59
2024-03-06,15.01,87.97,2.41,5.02,13.85
2024-03-07,15.17,87.67,2.92,0.71,12.8
2024-03-08,15.11,86.86,3.14,0.04,10.85
2024-03-09,14.4,87.41,2.93,1.25,13.1
2024-03-10,14.67,86.26,2.91,0.16,16.37
2024-03-11,14.64,86.54,3.15,0.14,12.49
2024-03-12,14.32,85.98,2.84,2,16.53
2024-03-13,14.45,86.77,2.88,1.61,12.87
2024-03-14,13.9,88.4,3.36,2.16,15.35
2024-03-15,14.64,87.16,3.11,0.47,14.12
2024-03-16,14.93,84.7,2.52,0,18.58
2024-03-17,14.56,81.53,2.45,2.07,19.68
2024-03-18,14.42,87.14,2.4,2.87,13.98
2024-03-19,14.89,81.35,1.92,0.49,15.5
2024-03-20,15.77,80.71,1.43,1.77,17.29
2024-03-21,16.53,82.4,1.37,7.19,13.08
2024-03-22,15.69,85.44,1.47,1.98,12.43
2024-03-23,15.06,80.48,1.11,0.13,14.53
2024-03-24,15.65,84.2,1.07,3.28,15.44
2024-03-25,16.85,79.66,0.83,0.75,19.29
2024-03-26,15.31,78.77,1.29,0.04,17.63
2024-03-27,16.43,67.1,1.42,0.35,19.08
2024-03-28,16.4,68.28,1.08,2.29,22.84
2024-03-29,15.32,84.97,1.84,3.3,17.45
2024-03-30,14.88,84.33,2.12,0,16.78
2024-03-31,14.82,85.87,1.75,4.58,15.78
2024-04-01,14.85,89.18,1.25,13.34,14.94
2024-04-02,14.74,89.17,1.51,10.74,10.39
2024-04-03,14.7,88.91,1.74,12.96,16.71
2024-04-04,13.44,90.05,1.99,3.5,17.15
2024-04-05,13.6,86.55,2.22,2.05,16.65
2024-04-06,14.39,86.3,1.97,1.33,17.5
2024-04-07,14.93,86.47,2.27,0.24,17.54
2024-04-08,14.63,89.16,2.67,1.21,15.6
2024-04-09,14.34,85.92,2.5,0.59,19.19
2024-04-10,14.47,77.18,2.05,0.11,17.73
2024-04-11,14.22,83.61,2.04,0.33,17.69
2024-04-12,14.75,84.03,2.35,0,14.88
2024-04-13,15.23,85.57,2.2,0,12.47
2024-04-14,16,86.07,1.79,0.08,13.84
2024-04-15,16.05,86.02,1.51,4.41,12.86
2024-04-16,15.29,88.59,2.14,2.65,12.45
2024-04-17,14.93,88.26,2.16,2.59,11.22
2024-04-18,14.91,89.39,2.21,2.2,13.18
2024-04-19,14.8,89.21,1.66,2.12,14.28
2024-04-20,15.16,87.02,1.59,2.7,17.11
2024-04-21,14.66,91.8,1.34,14.88,9.71
2024-04-22,13.9,87.73,1.27,1.77,13.54
2024-04-23,14.66,84.65,1.42,5.06,16.75
2024-04-24,14.92,85.05,1.9,1.86,10.47
2024-04-25,14.79,85.84,1.85,2.4,11.99
2024-04-26,15.36,84.5,1.52,2.78,11.07
2024-04-27,15.09,85.66,1.24,8.79,13.88
2024-04-28,14.69,90.28,1.48,6.88,14.49
2024-04-29,14.92,86.93,1.81,5.04,13.97
2024-04-30,14.57,87.55,2.03,0.18,13.65
2024-05-01,14.45,85.8,2.43,0.01,17.48
2024-05-02,14.46,81.33,1.84,1.2,15.14
2024-05-03,15.07,82.95,1.2,9.59,14.84
2024-05-04,14.64,89.34,1.98,10.69,16.47
2024-05-05,13.63,90.83,2.07,15.52,15.26
2024-05-06,14.21,89.96,2.04,2.22,10.66
2024-05-07,14.65,89.15,2.11,0.97,12.17
2024-05-08,13.99,88.64,1.75,5.19,9.44
2024-05-09,14.35,87.75,2.2,0.67,13.16
2024-05-10,13.79,85.79,2.11,1.01,15.81
2024-05-11,14.22,83.85,2.11,0.27,15.96
2024-05-12,14.74,84.33,1.91,0.46,12.19
2024-05-13,14.69,86.67,2.16,0.45,14.19
2024-05-14,14.14,90.45,2.34,6.14,14.98
2024-05-15,13.43,90.63,1.88,7.75,12.99
2024-05-16,13.59,86.73,1.71,2.04,13.13
2024-05-17,14.2,85.09,1.75,1.48,12.98
2024-05-18,13.97,89.49,2.61,0.36,10.24
2024-05-19,13.68,89.5,2.82,2.76,13.26
2024-05-20,13.91,90.6,3.35,2.05,9.79
2024-05-21,14.17,89.37,2.75,1.59,14.56
2024-05-22,14.4,88.87,2.61,1.85,9.76
2024-05-23,14.74,86.7,2.05,0.42,11.67
2024-05-24,14.89,87.95,1.92,4.13,14.5
2024-05-25,14.13,89.19,1.98,8.35,13.65
2024-05-26,13.42,87.73,2.04,1.96,10.63
2024-05-27,13.81,88.35,2.22,2.43,13.91
2024-05-28,13.28,92.7,2.79,27.84,10.53
2024-05-29,12.66,91.49,3.05,7.99,14.5
2024-05-30,12.84,89.46,2.69,0.5,15.86
2024-05-31,13.22,88.94,3.13,0.03,16.06
2024-06-01,13.39,89.39,3.11,0.78,14.41
2024-06-02,13.45,87.49,2.11,2.6,14.07
2024-06-03,12.6,84.08,2.61,0.28,13.97
2024-06-04,11.86,88.61,3.05,0.56,13.22
2024-06-05,12.44,90.43,2.73,0.73,9.55
2024-06-06,12.25,90.09,2.95,0.79,12.71
2024-06-07,12.36,89.84,3.07,0.27,14.85
2024-06-08,12.79,89.6,2.82,0.57,12.23
2024-06-09,13.23,88.86,2.07,2.11,15.65
2024-06-10,12.79,89.44,1.85,2.98,15.42
2024-06-11,12.64,91.41,2.76,2.44,14.82
2024-06-12,13.12,90.97,2.87,2.93,10.51
2024-06-13,13.38,87.35,2.1,0.2,10.28
2024-06-14,14.09,86.94,1.58,2.31,9.31
2024-06-15,13.56,90.36,2.1,8.54,12.54
2024-06-16,13.09,92.05,2.87,20.01,11.28
2024-06-17,12.44,82.7,2.14,0.34,11.74
2024-06-18,13.64,72.21,1.37,0.54,15.61
2024-06-19,13.95,81.69,1.11,0.84,16.98
2024-06-20,13.08,90.78,1.72,6.16,15.56
2024-06-21,12,88.36,2.27,0.2,9.79
2024-06-22,12.61,84.37,2.03,0,15.15
2024-06-23,12.67,81.78,2.08,0.22,12.92
2024-06-24,11.95,84.27,2.14,0.57,12.4
2024-06-25,11.91,85.71,2.01,2.09,11.04
2024-06-26,12.26,87.75,2.33,0.13,14.54
2024-06-27,12.46,87.69,2.35,0.07,14.3
2024-06-28,13.47,77.95,1.5,1.52,14.48
2024-06-29,14.07,81.66,1.6,3.63,14.56
2024-06-30,13.16,90.11,2.32,2.7,10.21
2024-07-01,12.01,91.01,2.23,7.23,10.95
2024-07-02,11.43,88.6,2.92,2.68,10.27
2024-07-03,11.83,86.39,2.42,0.76,8.38
2024-07-04,12.79,83.46,1.8,0.01,12.45
2024-07-05,12.68,84.67,2.19,0.01,14.56
2024-07-06,12.14,88.38,3.5,1.04,12.7
2024-07-07,12.63,88.5,3.56,0.5,11.32
2024-07-08,11.43,83.94,3.11,0.85,12.34
2024-07-09,11.75,85.29,2.6,0.34,13.57
2024-07-10,12.9,86.98,2.4,0.04,10.96
2024-07-11,13.71,85.13,2.11,0.12,16.08
2024-07-12,11.25,89.32,2.56,4.23,17.19
2024-07-13,10.47,88.18,3.28,3.16,10.45
2024-07-14,11.51,88.62,3.02,1.62,12.83
2024-07-15,12.34,88.03,3.47,2.03,14.38
2024-07-16,12.1,87.41,3.73,0.27,16.36
2024-07-17,10.89,84.37,3.33,0.2,16.17
2024-07-18,11.55,86.62,2.92,0.07,14.28
2024-07-19,11.65,85.77,2.97,0.15,10.91
2024-07-20,10.66,84.74,3.02,0.33,11.21
2024-07-21,11.03,86.29,2.71,0.12,16.43
2024-07-22,10.58,89.67,2.91,5.37,18.67
2024-07-23,10.8,86.93,2.97,0.69,18.34
2024-07-24,11.57,84.45,3.01,0.09,17.49
2024-07-25,10.99,86.73,2.46,0.49,14.87
2024-07-26,11.2,83.63,2.83,0.06,11.47
2024-07-27,11.62,79.23,2.89,1.6,11.71
2024-07-28,12.24,84.59,3.23,0.65,11.25
2024-07-29,12.21,86.69,3.54,0.2,12.83
2024-07-30,11.52,84.42,3.62,0.29,16.23
2024-07-31,11.54,82.77,3.03,1.56,15.98
2024-08-01,11.31,78.75,2.52,0.34,9.72
2024-08-02,12.34,74,2.16,0,18.43
2024-08-03,12.85,71.15,1.97,0,21.35
2024-08-04,13.18,82.45,1.95,0.05,11.28
2024-08-05,13.11,86.36,2.27,1.59,14.05
2024-08-06,13.02,85.35,1.96,0.62,14.4
2024-08-07,13.79,83.54,1.91,0.78,15.93
2024-08-08,13.53,78.09,1.98,0.49,20.11
2024-08-09,12.58,81.51,2.14,2.8,6.94
2024-08-10,12.46,89.57,2.25,6.01,12.03
2024-08-11,13.39,83.7,2.27,0.98,15.07
2024-08-12,12.23,87.74,3.13,2.59,11.78
2024-08-13,12,84.59,3.55,0.12,11.51
2024-08-14,11.66,78.5,2.86,0.06,14.96
2024-08-15,11.37,85.11,3.5,0.37,6.31
2024-08-16,12.06,85.48,3.69,0.05,11.58
2024-08-17,12.26,83.42,3.31,1.03,12.69
2024-08-18,12.44,79.67,3.21,0.06,12.7
2024-08-19,12.42,72.4,2.95,0,21.89
2024-08-20,11.96,81.27,3,4.76,9.22
2024-08-21,12.78,82.84,2.66,0.2,13.49
2024-08-22,13.36,77.44,2.55,0,17.59
2024-08-23,13.47,84.91,2.63,0.97,14.06
2024-08-24,13.67,77.16,2.72,0.02,15.07
2024-08-25,12.6,82.74,2.99,2.57,18.3
2024-08-26,11.96,74.04,3.18,9.24,12.42
2024-08-27,12.58,83.3,3.18,0.03,13.65
2024-08-28,12.16,84.58,3.26,0,18.28
2024-08-29,12,76.9,3.13,0,20.58
2024-08-30,11.96,61.85,2.92,0,24.26
2024-08-31,12.95,73.17,2.62,0,24.81
2024-09-01,12.92,86.58,3.35,0.97,8.03
2024-09-02,12.88,81.39,3.53,0.33,18.98
2024-09-03,12.77,76.47,2.67,0.56,20.18
2024-09-04,13,81.46,3.29,0.09,17.71
2024-09-05,13.39,86.11,3.69,0.41,12.17
2024-09-06,13.7,84.95,3.88,0.68,7.43
2024-09-07,13.02,80.75,3.19,0.28,15.52
2024-09-08,12.82,86.34,3.91,0.44,7.92
2024-09-09,12.84,86.8,3.99,0.84,6.93
2024-09-10,13.43,77.5,2.92,0.06,24.78
2024-09-11,14.3,69.62,2.29,0,23.29
2024-09-12,14.18,72.38,2.87,0.02,23.62
2024-09-13,14.39,77.04,2.83,0,13.53
2024-09-14,14.19,79.53,2.85,0,20.85
2024-09-15,14.07,75.85,3.17,0.32,16.81
2024-09-16,14.01,83.96,3.75,0.32,9.44
2024-09-17,14.2,82.83,3.98,0.11,15.7
2024-09-18,14.22,83.11,3.52,1.26,19.52
2024-09-19,13.7,82.85,3.09,2.21,13.81
2024-09-20,13.49,81.54,3.17,0.15,9.95
2024-09-21,14.12,79.13,2.92,0.18,6.22
2024-09-22,13.78,85.41,2.66,3.74,14.35
2024-09-23,14.13,77.37,2.69,0.3,22.96
2024-09-24,14.15,67.12,2.53,0.14,19.6
2024-09-25,14.38,71.87,2.55,0,19.96
2024-09-26,15.36,68.16,2.15,0,17.31
2024-09-27,14.15,78.7,2.04,0.69,9.58
2024-09-28,13.86,81.28,1.62,5.31,6.51
2024-09-29,13.52,85.82,1.77,22.2,11.76
2024-09-30,13.39,85.49,2.29,2.29,7.1
2024-10-01,13.7,79.39,1.76,1.29,14.03
2024-10-02,14.62,77.96,1.61,5.37,14.17
2024-10-03,13.95,84,1.96,2.26,14.93
2024-10-04,14.05,74.16,2.48,3.37,17.26
2024-10-05,14.44,77.46,2.12,1.13,16.56
2024-10-06,14.6,82.34,2.3,1.51,16.6
2024-10-07,14.75,79.79,2.04,0.1,11.75
2024-10-08,14.95,85.12,1.85,1.77,10.22
2024-10-09,14.8,83,2,1.44,6.05
2024-10-10,14.56,80.85,2.05,2.37,13.32
2024-10-11,14.18,78.06,2.52,0.75,14.25
2024-10-12,13.61,74.67,2.99,0.11,20.24
2024-10-13,13.14,74.15,3.37,8.9,17.56
2024-10-14,12.82,81.55,3.34,8.73,11.28
2024-10-15,13.22,79.48,2.7,0.73,15.96
2024-10-16,14.16,73.27,2.38,0,23.98
2024-10-17,14.42,75.05,2.53,0,17.98
2024-10-18,14.96,78.3,2.09,0.84,20.37
2024-10-19,15.79,73.84,1.52,0.16,24.35
2024-10-20,15.1,82.94,1.19,1.48,10.78
2024-10-21,14.91,78.94,0.96,1.07,15.58
2024-10-22,15.24,81.28,1.49,6.28,16.21
2024-10-23,14.5,85.89,1.75,3.3,14.38
2024-10-24,15.38,80.52,1.99,0.19,21.33
2024-10-25,15.43,81.47,2.29,0,21.77
2024-10-26,15.65,77.93,2.24,0.63,21.85
2024-10-27,15.08,86.04,2.96,3.89,16.59
2024-10-28,12.85,86.72,3.54,8.91,8.66
2024-10-29,11.72,88.45,2.75,2.14,12.4
2024-10-30,13.21,83.64,2.08,24.62,15.02
2024-10-31,15.74,72.53,1.31,0.27,19.67
2024-11-01,16.63,69.95,1.22,0.03,15.81
2024-11-02,15.22,81.83,1.36,0.58,7.81
2024-11-03,14.88,84.45,0.98,0.23,6.67
2024-11-04,15.26,81.52,1.22,0.04,23.23
2024-11-05,15.18,86.18,1.32,6.52,19.92
2024-11-06,15.86,79.84,1,2.04,16.47
2024-11-07,15.78,83,0.98,3.38,21.46
2024-11-08,14.89,76.46,0.9,0,11.58
2024-11-09,15.24,77.49,1.2,0,19.44
2024-11-10,14.67,85.76,1.09,0,14.11
2024-11-11,16.34,65.24,1.41,0,22.3
2024-11-12,15.63,64.22,0.91,0.17,13.58
2024-11-13,13.84,79.55,1.17,2.15,20.26
2024-11-14,14.7,72,0.86,0.06,16.6
2024-11-15,15.52,78.49,1.4,0.02,22.76
2024-11-16,14.95,83.66,1.3,0.22,14.16
2024-11-17,14.92,83.27,1.42,0.33,15.15
2024-11-18,14.6,83.42,1.43,0.39,15.81
2024-11-19,15.56,76.98,1.12,0.01,21.19
2024-11-20,15.06,83.89,1.3,1.2,20.27
2024-11-21,14.32,83.59,1.29,1.2,12.63
2024-11-22,14.57,83.09,1.41,2.97,15.02
2024-11-23,13.85,87.16,1.5,8.76,14.22
2024-11-24,13.45,86.57,1.81,2.68,17.57
2024-11-25,13.94,81.21,2.08,1.06,17.17
2024-11-26,15.2,78.75,1.87,10.01,16.59
2024-11-27,13.85,87.51,1.74,7.02,12.39
2024-11-28,14.28,84.76,2.16,1.24,5.21
2024-11-29,13.43,86.56,2.71,1.96,11.41
2024-11-30,12.33,80.89,2.98,0.34,15.21
2024-12-01,13.52,70.5,2.45,0,17.68
2024-12-02,15.3,62.41,1.48,0,19.9
2024-12-03,15.29,81.74,1.57,5.84,15.4
2024-12-04,15.55,86.06,1.71,1.65,16.8
2024-12-05,15.07,86.35,1.15,7.95,9.44
2024-12-06,15.22,84.08,1.08,0.66,8.15
2024-12-07,14.85,86.18,1.41,6.55,9.84
2024-12-08,13.86,87.68,1.5,4.7,14.38
2024-12-09,13.95,87.68,2.64,1.99,15.89
2024-12-10,13.75,87.38,3.14,0.77,7.95
2024-12-11,14.03,86.53,2.59,0.59,11.67
2024-12-12,14.88,84.57,1.8,8.58,15.48
2024-12-13,15.87,80.31,1.09,4.17,12.02
2024-12-14,15.67,84.35,1.05,2.97,12.53
2024-12-15,14.4,91.39,1.13,18.48,10.88
2024-12-16,13.9,86.09,2.16,1.43,13.44
2024-12-17,14.25,87.29,3.28,0.44,11.86
2024-12-18,14.49,87.51,2.46,2.05,10.79
2024-12-19,14.53,85.16,2.33,2.04,14.21
2024-12-20,14.68,86.39,2.2,0.44,12.53
2024-12-21,14.96,81.83,1.88,0.11,16.07
2024-12-22,14.81,84.61,2.13,3.75,13.17
